"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11334","Validate whether search can be performed with specific price range of mobile and validate the search result","","Mon Mar 03 23:34:17 IST 2025","passed","Mon Mar 03 23:34:28 IST 2025","","","",""
